Wall time,Step,Value
1764925233.7374256,0,0.8675597906112671
1764925292.872044,769,0.21097825467586517
1764925506.9492142,1000,0.17135927081108093
1764925536.9860175,1384,0.10466614365577698
1764925696.064347,3384,0.05358370393514633
1764925726.384542,3769,0.05451633408665657
1764925806.258522,4769,0.04525242745876312
1764925825.3110282,5000,0.043761659413576126
1764925908.880356,6000,0.043331265449523926
1764925939.210571,6384,0.03484581410884857
1764925970.1694956,6769,0.03991226851940155
1764926019.5083263,7384,0.03175602853298187
1764926049.8617566,7769,0.03243149816989899
1764926129.7381747,8769,0.0295141339302063
1764926148.7125015,9000,0.03027862310409546
1764926209.3935716,9769,0.025334596633911133
1764926478.6475544,11000,0.02720952033996582
1764926508.8045607,11384,0.025725480169057846
1764926557.9635956,12000,0.025949331000447273
1764926588.247003,12384,0.028220992535352707
1764926618.5525513,12769,0.020065318793058395
1764926637.6738415,13000,0.023206381127238274
1764926667.9744,13384,0.02288544364273548
1764926858.3634338,15769,0.021195560693740845
1764926881.1156533,16000,0.023587673902511597
1764926911.4403977,16384,0.021104907616972923
1764926941.7483914,16769,0.025029435753822327
1764926960.794909,17000,0.022459907457232475
1764926991.1125627,17384,0.020025987178087234
1764927040.4224117,18000,0.02172914333641529
1764927070.7506719,18384,0.02069442719221115
1764927120.2359803,19000,0.02404724434018135
1764927200.0313213,20000,0.02138524129986763
1764927230.410979,20384,0.018246741965413094
1764927260.7763789,20769,0.022050298750400543
1764927450.374495,21000,0.018878895789384842
1764927510.80988,21769,0.022420883178710938
1764927529.7817814,22000,0.02326580137014389
1764927560.0539043,22384,0.016676198691129684
1764927590.3658893,22769,0.017748255282640457
1764927639.9503765,23384,0.017166435718536377
1764927670.4983027,23769,0.0194226186722517
1764927720.0889685,24384,0.019238505512475967
1764927770.135126,25000,0.01731550134718418
1764927830.793234,25769,0.021676667034626007
1764927883.8339567,26384,0.018494263291358948
1764927914.1530647,26769,0.01952531561255455
1764927963.4518,27384,0.018912870436906815
1764927993.768113,27769,0.020458607003092766
1764928043.1451006,28384,0.01793716289103031
1764928073.448097,28769,0.01653541624546051
1764928153.0701315,29769,0.016686266288161278
1764928172.0749996,30000,0.018112793564796448
1764928482.8929527,31769,0.01678772270679474
1764928581.547269,33000,0.016043029725551605
1764928612.3300228,33384,0.016849849373102188
1764928691.8919415,34384,0.017763644456863403
1764928771.5268044,35384,0.015596320852637291
1764928801.8691328,35769,0.017486343160271645
1764928854.741841,36384,0.019740303978323936
1764928885.0619779,36769,0.015725430101156235
1764928983.616975,38000,0.01819530501961708
1764929044.2287648,38769,0.0170236025005579
1764929173.1129916,40384,0.01832767203450203
1764929453.930326,41769,0.016177745535969734
1764929472.9237587,42000,0.01786453276872635
1764929534.0325844,42769,0.01737293228507042
1764929553.052788,43000,0.01805565506219864
1764929583.3914495,43384,0.028807969763875008
1764929613.7049434,43769,0.017163308337330818
1764929632.6664846,44000,0.01730753667652607
1764929693.3353193,44769,0.017425112426280975
1764929742.7161283,45384,0.01826934888958931
1764929773.0572274,45769,0.01667454093694687
1764929936.0188334,47769,0.020145442336797714
1764929955.015376,48000,0.017051076516509056
1764930015.716627,48769,0.01811317726969719
1764930034.7667775,49000,0.016378145664930344
1764930114.844676,50000,0.01574888825416565
1764930477.7415059,52384,0.01744937151670456
1764930527.0717936,53000,0.017101721838116646
1764930557.442036,53384,0.017043979838490486
1764930606.8894267,54000,0.01688196510076523
1764930637.3501148,54384,0.01845562271773815
1764930667.7890491,54769,0.018031220883131027
1764930717.154771,55384,0.015832139179110527
1764930830.6422856,56769,0.0141597306355834
1764930850.0089366,57000,0.01563877984881401
1764930880.3366516,57384,0.016765965148806572
1764930960.3342092,58384,0.017282338812947273
1764930990.6541626,58769,0.01547182910144329
1764931009.732005,59000,0.016555439680814743
1764931040.2835176,59384,0.019867846742272377
1764931089.5481927,60000,0.018135640770196915
1764931120.2689433,60384,0.015556936152279377
1764931340.2883072,61000,0.015950266271829605
1764931370.4639082,61384,0.021754411980509758
1764931400.7349858,61769,0.01651305891573429
1764931419.9168897,62000,0.014238097704946995
1764931499.5550675,63000,0.016862573102116585
1764931529.8629842,63384,0.01638060435652733
1764931560.2265794,63769,0.015884270891547203
1764931579.195753,64000,0.01702588051557541
1764931658.9382725,65000,0.015159351751208305
1764931742.2254002,66000,0.01817997545003891
1764931772.5062587,66384,0.014614610932767391
1764931803.019625,66769,0.016805384308099747
1764931852.2701836,67384,0.01616230607032776
1764931882.578264,67769,0.019640401005744934
1764931901.868432,68000,0.015689827501773834
1764931932.4011955,68384,0.014641420915722847
1764931981.9270337,69000,0.018615147098898888
1764932042.7779882,69769,0.015508522279560566
1764932092.0881264,70384,0.015811309218406677
1764932312.1974273,71000,0.015137294307351112
1764932372.653999,71769,0.014898998662829399
1764932391.6383367,72000,0.014908057637512684
1764932452.298732,72769,0.014965688809752464
1764932471.4794176,73000,0.016954455524683
1764932501.8097572,73384,0.014948743395507336
1764932532.1262884,73769,0.018225334584712982
1764932551.1161978,74000,0.016116410493850708
1764932611.7776854,74769,0.014940130524337292
1764932630.802215,75000,0.014091888442635536
1764932744.556445,76384,0.01668734662234783
1764932824.3261602,77384,0.015183089300990105
1764932904.345981,78384,0.016384266316890717
1764932934.6533847,78769,0.017363568767905235
1764932953.628992,79000,0.015406979247927666
1764932983.939061,79384,0.015311721712350845
1764933014.2619784,79769,0.016904855147004128
1764933063.5425887,80384,0.01582290604710579
1764933093.8564332,80769,0.018128952011466026
1764933313.1135094,81384,0.014474689960479736
1764933343.405294,81769,0.015038269571959972
1764933362.3691638,82000,0.0172262005507946
1764933392.6736376,82384,0.015281692147254944
1764933521.898687,84000,0.015525080263614655
1764933552.2570841,84384,0.013990554958581924
1764933582.6405265,84769,0.014447273686528206
1764933662.4499094,85769,0.01649881899356842
1764933685.0380695,86000,0.014582088217139244
1764933715.6027832,86384,0.01574201136827469
1764933745.9138684,86769,0.01557124499231577
1764933795.6414714,87384,0.013658490031957626
1764934004.445379,90000,0.017099931836128235
1764934034.7561102,90384,0.015235011465847492
1764934284.3883367,91384,0.01530548371374607
1764934314.6196282,91769,0.015158477239310741
1764934333.5625901,92000,0.016325397416949272
1764934394.2063787,92769,0.014731481671333313
1764934443.7675111,93384,0.018946843221783638
1764934493.0207424,94000,0.013784474693238735
1764934523.353282,94384,0.014449997805058956
1764934572.8649788,95000,0.015899794176220894
1764934633.9372754,95769,0.016467249020934105
1764934656.46445,96000,0.015668204054236412
1764934717.08005,96769,0.016196701675653458
1764934845.924831,98384,0.017217664048075676
1764934876.2414205,98769,0.014252827502787113
1764934895.314409,99000,0.014221069402992725
1764934925.6317282,99384,0.01718807965517044
1764934955.9408827,99769,0.015111027285456657
1764935256.9482062,101384,0.014958158135414124
1764935306.1476068,102000,0.013120458461344242
1764935336.3732653,102384,0.015026566572487354
1764935366.6546905,102769,0.0166647769510746
