Wall time,Step,Value
1765087595.0602176,0,1.5072046518325806
1765087687.527872,480,0.5875078439712524
1765087718.0207636,640,0.5850492119789124
1765088366.3763099,1480,0.1737029254436493
1765088466.1876314,2000,0.09844952821731567
1765088497.1177652,2160,0.09116635471582413
1765088589.21076,2640,0.10792943090200424
1765088619.829952,2800,0.09633517265319824
1765088650.570681,2960,0.0984121710062027
1765088689.182237,3160,0.07765884697437286
1765088719.7574477,3320,0.07346989959478378
1765088812.43794,3800,0.07731832563877106
1765088843.107059,3960,0.08040614426136017
1765089004.9865904,4800,0.06163609027862549
1765089074.081691,5160,0.059986330568790436
1765089104.6832786,5320,0.07215146720409393
1765089135.396266,5480,0.0507596954703331
1765089197.0917482,5800,0.06045686453580856
1765089403.7526996,6800,0.09754303097724915
1765089434.758373,6960,0.05037843436002731
1765089442.8333468,7000,0.04494015499949455
1765089503.903122,7320,0.04697694629430771
1765089534.559154,7480,0.054701730608940125
1765089595.7416394,7800,0.05806252732872963
1765089665.5046592,8160,0.042620543390512466
1765089757.7240329,8640,0.036647770553827286
1765089788.2709308,8800,0.0871199294924736
1765089818.845248,8960,0.03926488757133484
1765089826.8824477,9000,0.037174127995967865
1765089888.5882123,9320,0.0821460708975792
1765089919.3290145,9480,0.0451546348631382
1765089950.0846972,9640,0.0647982507944107
1765089980.755899,9800,0.03409424424171448
1765090019.3819168,10000,0.03260466083884239
1765090049.987812,10160,0.050799015909433365
1765090717.793616,11000,0.033946018666028976
1765090779.1475341,11320,0.04032053425908089
1765090809.8144171,11480,0.036944665014743805
1765090871.8107204,11800,0.02318231761455536
1765090941.1643257,12160,0.02744349092245102
1765091063.873361,12800,0.03250466287136078
1765091094.787544,12960,0.030078642070293427
1765091225.6144264,13640,0.02493162453174591
1765091326.0414867,14160,0.03168780356645584
1765091356.8401344,14320,0.04511713981628418
1765091449.0536387,14800,0.021500058472156525
1765091518.295104,15160,0.026372885331511497
1765091549.6901772,15320,0.023868363350629807
1765091611.1874685,15640,0.025153163820505142
1765091756.229248,16320,0.028344038873910904
1765091817.9597511,16640,0.02194366790354252
1765091948.9108481,17320,0.024024609476327896
1765092071.8331995,17960,0.019958391785621643
1765092079.8640435,18000,0.021402820944786072
1765092141.638416,18320,0.030485421419143677
1765092203.3033657,18640,0.020339231938123703
1765092233.8914888,18800,0.018080327659845352
1765092264.4887335,18960,0.019965535029768944
1765092364.5674748,19480,0.02537439949810505
1765092395.5020216,19640,0.023409198969602585
1765092556.8755867,20480,0.01758713088929653
1765092587.8170757,20640,0.01879173144698143
1765092649.4701486,20960,0.017695901915431023
1765093163.1065204,21000,0.016743753105401993
1765093254.9597778,21480,0.022771228104829788
1765093447.7861388,22480,0.018506966531276703
1765093509.5782697,22800,0.02291746251285076
1765093540.3725724,22960,0.0326845608651638
1765093579.1405168,23160,0.03749452531337738
1765093640.3752015,23480,0.021171806380152702
1765093802.1771188,24320,0.02063918672502041
1765093832.7387044,24480,0.022348254919052124
1765093863.660825,24640,0.01989586092531681
1765093932.937907,25000,0.02112407796084881
1765093963.5460386,25160,0.02410782501101494
1765093994.2922955,25320,0.01671593077480793
1765094024.8976727,25480,0.021754495799541473
1765094086.6551013,25800,0.021110087633132935
1765094117.384025,25960,0.022609837353229523
1765094201.0615618,26320,0.022861342877149582
1765094231.5759206,26480,0.016810543835163116
1765094262.234839,26640,0.020463552325963974
1765094331.6604552,27000,0.023896390572190285
1765094362.3628287,27160,0.01782875508069992
1765094392.9017954,27320,0.01412868034094572
1765094423.4803557,27480,0.01653599925339222
1765094515.2695894,27960,0.021116212010383606
1765094615.5014377,28480,0.0178973488509655
1765094646.069553,28640,0.02878200076520443
1765094707.4097502,28960,0.024614671245217323
1765094715.4697356,29000,0.014991942793130875
1765094746.0807476,29160,0.01719173789024353
1765094777.0301213,29320,0.023505093529820442
1765094838.3746867,29640,0.022145984694361687
1765094900.1358309,29960,0.017886249348521233
1765094938.8039029,30160,0.020333312451839447
1765095000.3668177,30480,0.015314237214624882
1765095062.2675295,30800,0.017444562166929245
1765095092.850505,30960,0.02749176137149334
1765095637.5482728,31160,0.01799672096967697
1765095668.1860654,31320,0.04075184464454651
1765095699.0588012,31480,0.0194321908056736
1765095729.7189932,31640,0.012540362775325775
1765095760.6025262,31800,0.015558615326881409
1765095799.469796,32000,0.017796184867620468
1765095830.558297,32159,0.020992271602153778
1765095953.726048,32800,0.024283025413751602
1765096115.4789493,33640,0.014900408685207367
1765096177.249669,33960,0.01881638541817665
1765096185.3058276,34000,0.01882541924715042
1765096216.2381692,34160,0.02014874294400215
1765096277.6184897,34480,0.0171942301094532
1765096308.328603,34640,0.023109590634703636
1765096369.8540514,34960,0.013981171883642673
1765096377.8932724,35000,0.026490915566682816
1765096408.6983247,35160,0.018127651885151863
1765096439.6026254,35320,0.021535256877541542
1765096585.7896807,36000,0.013939404860138893
1765096616.38836,36160,0.023661838844418526
1765096647.5931559,36320,0.015477502718567848
1765096739.1736352,36800,0.01680472306907177
1765096769.8548331,36960,0.02068706601858139
1765096777.8801374,37000,0.14999470114707947
1765096808.7379034,37160,0.014211388304829597
1765096870.1504164,37480,0.018064312636852264
1765097092.9757512,38640,0.019740456715226173
1765097123.9280784,38800,0.017830688506364822
1765097193.3246102,39160,0.014287300407886505
1765097255.035442,39480,0.02069157548248768
1765097316.3810377,39800,0.03317193314433098
1765097355.6044526,40000,0.01584143564105034
1765097416.8665705,40320,0.023145336657762527
1765097447.6350088,40480,0.013380655087530613
1765097508.7388225,40800,0.018684105947613716
1765098054.2152503,41000,0.017195826396346092
1765098084.938504,41160,0.02002660185098648
1765098146.956778,41480,0.02683991938829422
1765098278.1601982,42160,0.014388258568942547
1765098308.8121622,42320,0.01710587926208973
1765098339.7483866,42480,0.020489778369665146
1765098370.5773551,42640,0.01621711067855358
1765098593.724616,43800,0.014951009303331375
1765098632.5789883,44000,0.01992350071668625
1765098663.3518817,44160,0.013936343602836132
1765098756.0142095,44640,0.012174243107438087
1765098786.6371467,44800,0.019184038043022156
1765098856.3892994,45160,0.028159301728010178
1765098917.8096545,45480,0.01342805940657854
1765098948.75161,45640,0.024173274636268616
1765099032.973932,46000,0.02804684080183506
1765099094.1011696,46320,0.01924649253487587
1765099224.9734385,47000,0.02589501067996025
1765099255.5483696,47160,0.014022458344697952
1765099286.2997339,47320,0.02475399523973465
1765099317.1641963,47480,0.01455194503068924
1765099447.880023,48160,0.018208876252174377
1765099478.6109014,48320,0.0230763778090477
1765099539.918505,48640,0.025393012911081314
1765099609.048741,49000,0.016992364078760147
1765099639.6531427,49160,0.023373734205961227
1765099670.4141445,49320,0.022965380921959877
1765099701.27717,49480,0.022113701328635216
1765099762.5571651,49800,0.016479847952723503
1765099801.1435401,50000,0.014582538977265358
1765099862.4624474,50320,0.025361157953739166
1765099893.193363,50480,0.020504267886281013
1765099923.9397464,50640,0.017352070659399033
1765100537.5578456,51160,0.014848846942186356
1765100660.4174228,51800,0.018267568200826645
1765100691.1537251,51960,0.020057890564203262
1765100699.207345,52000,0.019034001976251602
1765100729.8629825,52160,0.021001601591706276
1765100760.4718666,52320,0.017285075038671494
1765100791.2356472,52480,0.016134779900312424
1765100822.4522533,52640,0.01702502742409706
1765100983.9129965,53480,0.017262667417526245
1765101076.3543386,53960,0.016037289053201675
1765101084.4192624,54000,0.018097665160894394
1765101307.8065004,55160,0.011791976168751717
1765101430.6671588,55800,0.020296262577176094
1765101461.2336705,55960,0.012257303111255169
1765101484.4711075,56000,0.018519163131713867
1765101514.8966413,56160,0.014965364709496498
1765101545.4210875,56320,0.014619418419897556
1765101575.9148715,56480,0.016783203929662704
1765101637.7507193,56800,0.021787896752357483
1765101668.4420447,56960,0.021060917526483536
1765101676.6033275,57000,0.0152670256793499
1765101737.9281588,57320,0.01981860026717186
1765101768.6240234,57480,0.015902193263173103
1765101830.1909032,57800,0.013980897143483162
1765101930.2626896,58320,0.03278069943189621
1765101960.9926796,58480,0.023420684039592743
1765102053.0781946,58960,0.0421065017580986
1765102061.1801784,59000,0.03433181717991829
1765102091.945585,59160,0.009867075830698013
1765102122.469203,59320,0.016014881432056427
1765102214.6408367,59800,0.010728055611252785
1765102283.990478,60160,0.014813067391514778
1765102314.9634166,60320,0.017785407602787018
1765102407.6663668,60800,0.01952574960887432
1765102438.3638792,60960,0.011700913310050964
1765103044.599458,61480,0.02168082259595394
1765103075.3297427,61640,0.017111754044890404
1765103144.6610074,62000,0.018736910074949265
1765103175.376367,62160,0.016542471945285797
1765103205.9482677,62320,0.01363623607903719
1765103236.5255945,62480,0.018093230202794075
1765103267.0934155,62640,0.014869239181280136
